filename,filepath,mod,effect,shuffle,disposable,player
gh-am-p3-11.png,./modifier_cards/base/player/gh-am-p3-11.png,1,NA,FALSE,FALSE,3
gh-am-p3-12.png,./modifier_cards/base/player/gh-am-p3-12.png,-1,NA,FALSE,FALSE,3
gh-am-p3-13.png,./modifier_cards/base/player/gh-am-p3-13.png,-1,NA,FALSE,FALSE,3
gh-am-p3-14.png,./modifier_cards/base/player/gh-am-p3-14.png,-1,NA,FALSE,FALSE,3
gh-am-p3-15.png,./modifier_cards/base/player/gh-am-p3-15.png,-1,NA,FALSE,FALSE,3
gh-am-p3-16.png,./modifier_cards/base/player/gh-am-p3-16.png,-1,NA,FALSE,FALSE,3
gh-am-p3-17.png,./modifier_cards/base/player/gh-am-p3-17.png,-2,NA,FALSE,FALSE,3
gh-am-p3-18.png,./modifier_cards/base/player/gh-am-p3-18.png,2,NA,FALSE,FALSE,3
gh-am-p3-19.png,./modifier_cards/base/player/gh-am-p3-19.png,NA,miss,TRUE,FALSE,3
gh-am-p3-20.png,./modifier_cards/base/player/gh-am-p3-20.png,NA,crit,TRUE,FALSE,3
gh-am-p4-01.png,./modifier_cards/base/player/gh-am-p4-01.png,0,NA,FALSE,FALSE,4
gh-am-p4-02.png,./modifier_cards/base/player/gh-am-p4-02.png,0,NA,FALSE,FALSE,4
gh-am-p4-03.png,./modifier_cards/base/player/gh-am-p4-03.png,0,NA,FALSE,FALSE,4
gh-am-p4-04.png,./modifier_cards/base/player/gh-am-p4-04.png,0,NA,FALSE,FALSE,4
gh-am-p4-05.png,./modifier_cards/base/player/gh-am-p4-05.png,0,NA,FALSE,FALSE,4
gh-am-p4-06.png,./modifier_cards/base/player/gh-am-p4-06.png,0,NA,FALSE,FALSE,4
gh-am-p4-07.png,./modifier_cards/base/player/gh-am-p4-07.png,1,NA,FALSE,FALSE,4
gh-am-p4-08.png,./modifier_cards/base/player/gh-am-p4-08.png,1,NA,FALSE,FALSE,4
gh-am-p4-09.png,./modifier_cards/base/player/gh-am-p4-09.png,1,NA,FALSE,FALSE,4
gh-am-p4-10.png,./modifier_cards/base/player/gh-am-p4-10.png,1,NA,FALSE,FALSE,4
gh-am-p4-11.png,./modifier_cards/base/player/gh-am-p4-11.png,1,NA,FALSE,FALSE,4
gh-am-p4-12.png,./modifier_cards/base/player/gh-am-p4-12.png,-1,NA,FALSE,FALSE,4
gh-am-p4-13.png,./modifier_cards/base/player/gh-am-p4-13.png,-1,NA,FALSE,FALSE,4
gh-am-p4-14.png,./modifier_cards/base/player/gh-am-p4-14.png,-1,NA,FALSE,FALSE,4
gh-am-p4-15.png,./modifier_cards/base/player/gh-am-p4-15.png,-1,NA,FALSE,FALSE,4
gh-am-p4-16.png,./modifier_cards/base/player/gh-am-p4-16.png,-1,NA,FALSE,FALSE,4
gh-am-p4-17.png,./modifier_cards/base/player/gh-am-p4-17.png,-2,NA,FALSE,FALSE,4
gh-am-p4-18.png,./modifier_cards/base/player/gh-am-p4-18.png,2,NA,FALSE,FALSE,4
gh-am-p4-19.png,./modifier_cards/base/player/gh-am-p4-19.png,NA,miss,TRUE,FALSE,4
gh-am-p4-20.png,./modifier_cards/base/player/gh-am-p4-20.png,NA,crit,TRUE,FALSE,4
gh-am-pm-01.png,./modifier_cards/base/player-mod/gh-am-pm-01.png,NA,miss,FALSE,TRUE,NA
gh-am-pm-02.png,./modifier_cards/base/player-mod/gh-am-pm-02.png,NA,miss,FALSE,TRUE,NA
gh-am-pm-03.png,./modifier_cards/base/player-mod/gh-am-pm-03.png,NA,miss,FALSE,TRUE,NA
gh-am-pm-04.png,./modifier_cards/base/player-mod/gh-am-pm-04.png,NA,miss,FALSE,TRUE,NA
gh-am-pm-05.png,./modifier_cards/base/player-mod/gh-am-pm-05.png,NA,miss,FALSE,TRUE,NA
gh-am-pm-06.png,./modifier_cards/base/player-mod/gh-am-pm-06.png,NA,miss,FALSE,TRUE,NA
gh-am-pm-07.png,./modifier_cards/base/player-mod/gh-am-pm-07.png,NA,miss,FALSE,TRUE,NA
gh-am-pm-08.png,./modifier_cards/base/player-mod/gh-am-pm-08.png,NA,miss,FALSE,TRUE,NA
gh-am-pm-09.png,./modifier_cards/base/player-mod/gh-am-pm-09.png,NA,miss,FALSE,TRUE,NA
gh-am-pm-10.png,./modifier_cards/base/player-mod/gh-am-pm-10.png,NA,miss,FALSE,TRUE,NA
gh-am-pm-11.png,./modifier_cards/base/player-mod/gh-am-pm-11.png,NA,crit,FALSE,TRUE,NA
gh-am-pm-12.png,./modifier_cards/base/player-mod/gh-am-pm-12.png,NA,crit,FALSE,TRUE,NA
gh-am-pm-13.png,./modifier_cards/base/player-mod/gh-am-pm-13.png,NA,crit,FALSE,TRUE,NA
gh-am-pm-14.png,./modifier_cards/base/player-mod/gh-am-pm-14.png,NA,crit,FALSE,TRUE,NA
gh-am-pm-15.png,./modifier_cards/base/player-mod/gh-am-pm-15.png,NA,crit,FALSE,TRUE,NA
gh-am-pm-16.png,./modifier_cards/base/player-mod/gh-am-pm-16.png,NA,crit,FALSE,TRUE,NA
gh-am-pm-17.png,./modifier_cards/base/player-mod/gh-am-pm-17.png,NA,crit,FALSE,TRUE,NA
gh-am-pm-18.png,./modifier_cards/base/player-mod/gh-am-pm-18.png,NA,crit,FALSE,TRUE,NA
gh-am-pm-19.png,./modifier_cards/base/player-mod/gh-am-pm-19.png,NA,crit,FALSE,TRUE,NA
gh-am-pm-20.png,./modifier_cards/base/player-mod/gh-am-pm-20.png,NA,crit,FALSE,TRUE,NA
gh-am-pm-21.png,./modifier_cards/base/player-mod/gh-am-pm-21.png,-1,NA,FALSE,FALSE,NA
gh-am-pm-22.png,./modifier_cards/base/player-mod/gh-am-pm-22.png,-1,NA,FALSE,FALSE,NA
gh-am-pm-23.png,./modifier_cards/base/player-mod/gh-am-pm-23.png,-1,NA,FALSE,FALSE,NA
gh-am-pm-24.png,./modifier_cards/base/player-mod/gh-am-pm-24.png,-1,NA,FALSE,FALSE,NA
gh-am-pm-25.png,./modifier_cards/base/player-mod/gh-am-pm-25.png,-1,NA,FALSE,FALSE,NA
gh-am-pm-26.png,./modifier_cards/base/player-mod/gh-am-pm-26.png,-1,NA,FALSE,FALSE,NA
gh-am-pm-27.png,./modifier_cards/base/player-mod/gh-am-pm-27.png,-1,NA,FALSE,FALSE,NA
gh-am-pm-28.png,./modifier_cards/base/player-mod/gh-am-pm-28.png,-1,NA,FALSE,FALSE,NA
gh-am-pm-29.png,./modifier_cards/base/player-mod/gh-am-pm-29.png,-1,NA,FALSE,FALSE,NA
gh-am-pm-30.png,./modifier_cards/base/player-mod/gh-am-pm-30.png,-1,NA,FALSE,FALSE,NA
gh-am-pm-31.png,./modifier_cards/base/player-mod/gh-am-pm-31.png,-1,NA,FALSE,FALSE,NA
gh-am-pm-32.png,./modifier_cards/base/player-mod/gh-am-pm-32.png,-1,NA,FALSE,FALSE,NA
gh-am-pm-33.png,./modifier_cards/base/player-mod/gh-am-pm-33.png,-1,NA,FALSE,FALSE,NA
gh-am-pm-34.png,./modifier_cards/base/player-mod/gh-am-pm-34.png,-1,NA,FALSE,FALSE,NA
gh-am-pm-35.png,./modifier_cards/base/player-mod/gh-am-pm-35.png,-1,NA,FALSE,FALSE,NA
